group1,group2,label1,label2,n,n_at_least_1_event,median_los,p10,p25,p75,p90
crd,cirrhosis,FALSE,FALSE,4638,1423,5,1,3,7,9
crd,cirrhosis,FALSE,TRUE,96,30,5,1,3,7,8
crd,cochlear_implant,TRUE,FALSE,193,71,5,2,3,7,8
crd,cochlear_implant,TRUE,TRUE,5,1,4,4,4,4,4
crd,cochlear_implant,FALSE,FALSE,4635,1416,5,1,3,7,9
crd,cochlear_implant,FALSE,TRUE,99,37,4,1,3,7,8
crd,cystic_fibrosis,TRUE,FALSE,190,71,5,2,3,7,8
crd,cystic_fibrosis,TRUE,TRUE,8,1,2,2,2,2,2
crd,cystic_fibrosis,FALSE,FALSE,4626,1420,5,1,3,7,9
crd,cystic_fibrosis,FALSE,TRUE,108,33,4,1.2000000000000002,3,6,8
crd,csfl,TRUE,FALSE,197,72,5,2,3,7,8
crd,csfl,TRUE,TRUE,1,0,NA,NA,NA,NA,NA
crd,csfl,FALSE,FALSE,4649,1426,5,1,3,7,9
crd,csfl,FALSE,TRUE,85,27,5,3,3.5,8,8.400000000000002
crd,homeless,TRUE,FALSE,194,70,5,1.9000000000000004,3,7,8
crd,homeless,TRUE,TRUE,4,2,2,2,2,2,2
crd,homeless,FALSE,FALSE,4635,1425,5,1,3,7,9
crd,homeless,FALSE,TRUE,99,28,3,1,1.75,4.5,8.3
chd,all,FALSE,All,4738,1457,5,1,3,7,9
chd,all,TRUE,All,194,68,5.5,1,3,7,9
chd,ageband4,FALSE,50-64,745,236,5,1,3,7,9
chd,ageband4,FALSE,65-74,2137,657,5,1,3,7,8
chd,ageband4,FALSE,75-104,1382,429,5,1,3,7,9
chd,ageband4,FALSE,12-49,474,135,5,1,3,7,8.600000000000009
chd,ageband4,TRUE,50-64,77,27,5,1,2,7,8
chd,ageband4,TRUE,75-104,29,10,4.5,1,2.25,6.75,7.199999999999999
chd,ageband4,TRUE,65-74,44,12,7,3,5.25,9,9
chd,ageband4,TRUE,12-49,44,19,6,2.8,3,7.5,9
chd,ageband13,FALSE,55-59,248,87,5,1.5999999999999996,3,7,9
chd,ageband13,FALSE,60-64,272,88,4,1,3,6,8
chd,ageband13,FALSE,70-74,927,289,5,1,3,7,9
chd,ageband13,FALSE,50-54,225,61,6,1,3,8,9
chd,ageband13,FALSE,80-84,380,114,5,1,3,7,8
chd,ageband13,FALSE,75-79,640,191,5,1,3,8,9
chd,ageband13,FALSE,65-69,1210,368,5,1,3,7,8
chd,ageband13,FALSE,30-39,118,35,5,2,3,8,9
chd,ageband13,FALSE,85-89,202,74,5.5,1.3000000000000007,3,7.75,9
chd,ageband13,FALSE,90-104,160,50,4,1.9000000000000004,3,6,8
chd,ageband13,FALSE,40-49,330,90,4,1,3,6,8
chd,ageband13,FALSE,18-29,25,9,5,1,2,6,7.399999999999999
chd,ageband13,FALSE,12-17,1,1,7,7,7,7,7
chd,ageband13,TRUE,60-64,31,9,5,1.8,2,8,8.2
chd,ageband13,TRUE,85-89,5,1,1,1,1,1,1
chd,ageband13,TRUE,65-69,21,4,7,4.2,6,7.25,7.7
chd,ageband13,TRUE,50-54,20,10,5,1,2.5,6,7.199999999999999
chd,ageband13,TRUE,30-39,17,8,6.5,3,4.5,7.5,9
chd,ageband13,TRUE,55-59,26,8,3.5,1,1.75,6.25,7.3
chd,ageband13,TRUE,40-49,25,11,4,2,3,7.5,8
chd,ageband13,TRUE,80-84,12,6,4.5,2,3.25,5.75,6.5
chd,ageband13,TRUE,75-79,9,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
chd,ageband13,TRUE,70-74,23,8,7.5,2.4000000000000004,5.25,9,9
chd,ageband13,TRUE,18-29,2,0,NA,NA,NA,NA,NA
chd,ageband13,TRUE,90-104,3,1,9,9,9,9,9
chd,sex,FALSE,Female,2471,756,5,1,3,7,9
chd,sex,FALSE,Male,2267,701,5,1,3,7,9
chd,sex,TRUE,Female,100,35,6,2,3,7.5,9
chd,sex,TRUE,Male,94,33,4,1,2,7,8.8
chd,ethnicity5,FALSE,White,2577,779,5,1,3,7,9
chd,ethnicity5,FALSE,(Missing),457,148,5,1,3,7,8
chd,ethnicity5,FALSE,Mixed,427,143,5,1,3,7,9
chd,ethnicity5,FALSE,Chinese or Other Ethnic Groups,441,131,5,1,4,7,8
chd,ethnicity5,FALSE,Asian or Asian British,407,116,4.5,1,3,7,8
chd,ethnicity5,FALSE,Black or Black British,429,140,5,1,3,7,8
chd,ethnicity5,TRUE,White,114,37,6,2,3,8,9
chd,ethnicity5,TRUE,Asian or Asian British,17,6,4,1.5,2.25,5.75,7.5
chd,ethnicity5,TRUE,Black or Black British,16,6,3.5,1,1.5,4,5
chd,ethnicity5,TRUE,Chinese or Other Ethnic Groups,15,7,5,1,1,6.5,7.800000000000001
chd,ethnicity5,TRUE,(Missing),18,5,2,1,1,7,8.2
chd,ethnicity5,TRUE,Mixed,14,7,7,5.6,6.5,7.5,8
chd,region,FALSE,North East and Yorkshire,2392,707,5,1,3,7,9
chd,region,FALSE,North West,954,306,5,2,3,7,9
chd,region,FALSE,South East,232,75,5,1,3,7,8.600000000000009
chd,region,FALSE,Midlands,487,164,5,1,2,7,8
chd,region,FALSE,London,232,76,5,1,3,7,9
chd,region,FALSE,East of England,216,66,5,1,2.25,7,8.5
chd,region,FALSE,South West,225,63,5,2,3,6,8
chd,region,TRUE,North East and Yorkshire,103,37,5,1,3,7,9
chd,region,TRUE,North West,35,8,7,4.7,5.75,8.25,9
chd,region,TRUE,South West,12,4,1.5,1,1,2.75,4.1000000000000005
chd,region,TRUE,Midlands,17,11,5,3,3.5,7,8
chd,region,TRUE,East of England,12,4,4,1.3,1.75,6.75,8.100000000000001
chd,region,TRUE,South East,9,1,7,7,7,7,7
chd,region,TRUE,London,6,3,7,6.2,6.5,7.5,7.8
chd,imd_quintile,FALSE,2,971,319,5,2,3,7,9
chd,imd_quintile,FALSE,1 (most deprived),880,254,5,2,3,7,9
chd,imd_quintile,FALSE,3,954,282,5,1,2,7,8
chd,imd_quintile,FALSE,4,860,252,5,1,3,7,9
chd,imd_quintile,FALSE,5 (least deprived),839,283,5,1,3,7,8
chd,imd_quintile,FALSE,(Missing),234,67,6,2,3,8,9
chd,imd_quintile,TRUE,1 (most deprived),37,10,6,1,6,8,8.1
chd,imd_quintile,TRUE,4,43,17,4,1.6,3,8,9
chd,imd_quintile,TRUE,5 (least deprived),39,15,5,1,1.5,7,7.6
chd,imd_quintile,TRUE,2,45,17,6,2,3,7,9
chd,imd_quintile,TRUE,(Missing),6,2,6.5,4.5,5.25,7.75,8.5
chd,imd_quintile,TRUE,3,24,7,4,2.6,3,5.5,6.4
chd,carehome_status,FALSE,FALSE,4031,1242,5,1,3,7,9
chd,carehome_status,FALSE,TRUE,707,215,5,1,3,7,8
chd,carehome_status,TRUE,FALSE,170,58,5,1,3,7,9
chd,carehome_status,TRUE,TRUE,24,10,6,2.9,3.25,7.75,9
chd,primis_atrisk,FALSE,TRUE,1805,567,5,1,3,7,9
chd,primis_atrisk,FALSE,FALSE,2933,890,5,1,3,7,9
chd,primis_atrisk,TRUE,TRUE,194,68,5.5,1,3,7,9
chd,crd,FALSE,TRUE,195,71,5,2,3,7,8
chd,crd,FALSE,FALSE,4543,1386,5,1,3,7,9
chd,crd,TRUE,FALSE,191,67,6,1,3,7,9
chd,crd,TRUE,TRUE,3,1,4,4,4,4,4
chd,ckd,FALSE,FALSE,4535,1389,5,1,3,7,9
chd,ckd,FALSE,TRUE,203,68,5,2,3,7,9
chd,ckd,TRUE,FALSE,189,68,5.5,1,3,7,9
chd,ckd,TRUE,TRUE,5,0,NA,NA,NA,NA,NA
chd,cld,FALSE,FALSE,4548,1399,5,1,3,7,9
chd,cld,FALSE,TRUE,190,58,5,1,3,7,8
chd,cld,TRUE,FALSE,188,66,5.5,1,3,7,9
chd,cld,TRUE,TRUE,6,2,5.5,4.300000000000001,4.75,6.25,6.699999999999999
chd,cns_learndis,FALSE,FALSE,4367,1355,5,1,3,7,9
chd,cns_learndis,FALSE,TRUE,371,102,5,1,3,7,8
chd,cns_learndis,TRUE,FALSE,187,66,5.5,1,3,7,9
chd,cns_learndis,TRUE,TRUE,7,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
chd,diabetes,FALSE,FALSE,4530,1400,5,1,3,7,9
chd,diabetes,FALSE,TRUE,208,57,6,2.6000000000000005,4,8,9
chd,diabetes,TRUE,FALSE,194,68,5.5,1,3,7,9
chd,immunosuppressed,FALSE,FALSE,4516,1378,5,1,3,7,9
chd,immunosuppressed,FALSE,TRUE,222,79,5,1,3,7,9
chd,immunosuppressed,TRUE,FALSE,194,68,5.5,1,3,7,9
chd,asplenia,FALSE,FALSE,4558,1400,5,1,3,7,9
chd,asplenia,FALSE,TRUE,180,57,5,1,3,8,9
chd,asplenia,TRUE,FALSE,189,67,6,1,3,7,9
chd,asplenia,TRUE,TRUE,5,1,3,3,3,3,3
chd,severe_obesity,FALSE,FALSE,4523,1394,5,1,3,7,9
chd,severe_obesity,FALSE,TRUE,215,63,5,1,3,6.5,8
chd,severe_obesity,TRUE,FALSE,191,67,6,1,3,7,9
chd,severe_obesity,TRUE,TRUE,3,1,5,5,5,5,5
chd,smi,FALSE,FALSE,4549,1384,5,1,3,7,9
chd,smi,FALSE,TRUE,189,73,6,1,3,8,8.799999999999997
chd,smi,TRUE,FALSE,189,66,6,1,3,7,9
chd,smi,TRUE,TRUE,5,2,3.5,2.3000000000000003,2.75,4.25,4.7
chd,ckd_rrt,FALSE,Stage 3,293,82,5,1.0999999999999996,3,7,8
chd,ckd_rrt,FALSE,No CKD or RRT,4218,1304,5,1,3,7,9
chd,ckd_rrt,FALSE,Stage 4,102,39,4,2,3,7,8
chd,ckd_rrt,FALSE,RRT (transplant),39,5,2,1.4,2,6,7.199999999999999
chd,ckd_rrt,FALSE,RRT (dialysis),37,9,5,1,3,9,9
chd,ckd_rrt,FALSE,Stage 5,49,18,3.5,1,1.25,5.75,6.300000000000001
chd,ckd_rrt,TRUE,Stage 3,15,6,5.5,2.5,4.25,6.75,7.5
chd,ckd_rrt,TRUE,No CKD or RRT,171,60,5.5,1,3,7.25,9
chd,ckd_rrt,TRUE,RRT (dialysis),2,1,2,2,2,2,2
chd,ckd_rrt,TRUE,Stage 4,4,1,7,7,7,7,7
chd,ckd_rrt,TRUE,Stage 5,2,0,NA,NA,NA,NA,NA
chd,copd,FALSE,FALSE,4630,1423,5,1,3,7,9
chd,copd,FALSE,TRUE,108,34,5,2,3,8,8.7
chd,copd,TRUE,FALSE,188,67,5,1,3,7,9
chd,copd,TRUE,TRUE,6,1,7,7,7,7,7
chd,learndis_cat,FALSE,(Missing),3806,1173,5,1,3,7,9
chd,learndis_cat,FALSE,Learning disability register,236,77,5,1.6000000000000014,3,7,8.400000000000006
chd,learndis_cat,FALSE,Other learning disability,475,136,6,2,3,7,9
chd,learndis_cat,FALSE,Down's syndrome,221,71,5,1,2,7,8
chd,learndis_cat,TRUE,(Missing),164,61,6,1,3,7,9
chd,learndis_cat,TRUE,Down's syndrome,11,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
chd,learndis_cat,TRUE,Other learning disability,12,2,5,5,5,5,5
chd,learndis_cat,TRUE,Learning disability register,7,3,1,1,1,5,7.399999999999999
chd,sickle_cell_asplenia,FALSE,FALSE,4467,1375,5,1,3,7,9
chd,sickle_cell_asplenia,FALSE,TRUE,271,82,5,2,3,8,9
chd,sickle_cell_asplenia,TRUE,FALSE,184,65,6,1,3,7,9
chd,sickle_cell_asplenia,TRUE,TRUE,10,3,3,1.4,2,4.5,5.3999999999999995
chd,cirrhosis,FALSE,FALSE,4637,1425,5,1,3,7,9
chd,cirrhosis,FALSE,TRUE,101,32,5,1.0999999999999996,3,7.25,8.900000000000002
chd,cirrhosis,TRUE,FALSE,194,68,5.5,1,3,7,9
chd,cochlear_implant,FALSE,FALSE,4640,1420,5,1,3,7,9
chd,cochlear_implant,FALSE,TRUE,98,37,4,1,3,7,8
chd,cochlear_implant,TRUE,FALSE,188,67,6,1,3,7,9
chd,cochlear_implant,TRUE,TRUE,6,1,3,3,3,3,3
chd,cystic_fibrosis,FALSE,FALSE,4624,1423,5,1,3,7,9
chd,cystic_fibrosis,FALSE,TRUE,114,34,4,1.3000000000000007,3,6,8
chd,cystic_fibrosis,TRUE,FALSE,192,68,5.5,1,3,7,9
chd,cystic_fibrosis,TRUE,TRUE,2,0,NA,NA,NA,NA,NA
chd,csfl,FALSE,FALSE,4656,1432,5,1,3,7,9
chd,csfl,FALSE,TRUE,82,25,5,3,4,8,8.600000000000001
chd,csfl,TRUE,FALSE,190,66,5.5,1,3,7,9
chd,csfl,TRUE,TRUE,4,2,4.5,1.7000000000000006,2.75,6.25,7.299999999999999
chd,homeless,FALSE,FALSE,4640,1428,5,1,3,7,9
chd,homeless,FALSE,TRUE,98,29,3,1,2,4,7.399999999999999
chd,homeless,TRUE,FALSE,189,67,5,1,3,7,9
chd,homeless,TRUE,TRUE,5,1,8,8,8,8,8
ckd,all,FALSE,All,4724,1457,5,1,3,7,9
ckd,all,TRUE,All,208,68,5,2,3,7,9
ckd,ageband4,FALSE,50-64,743,237,5,1,3,7,9
ckd,ageband4,FALSE,65-74,2134,652,5,1,3,7,8
ckd,ageband4,FALSE,75-104,1372,426,5,1,3,7,9
ckd,ageband4,FALSE,12-49,475,142,5,1,3,7,9
ckd,ageband4,TRUE,50-64,79,26,6,3,5,7.75,8.5
ckd,ageband4,TRUE,65-74,47,17,6,2,3,8,9
ckd,ageband4,TRUE,12-49,43,12,3,2.1,3,4.25,5
ckd,ageband4,TRUE,75-104,39,13,5,3.2,4,7,8.8
ckd,ageband13,FALSE,55-59,250,87,4,1,3,7,8.400000000000006
ckd,ageband13,FALSE,60-64,270,86,4,1,3,6,8
ckd,ageband13,FALSE,70-74,926,288,5,1,3,7,9
ckd,ageband13,FALSE,80-84,382,117,5,1,3,7,8
ckd,ageband13,FALSE,75-79,634,188,5,1,3,8,9
ckd,ageband13,FALSE,65-69,1208,364,5,1,3,7,8
ckd,ageband13,FALSE,50-54,223,64,6,1,2.75,7,9
ckd,ageband13,FALSE,30-39,122,39,6,2,3,8,9
ckd,ageband13,FALSE,85-89,198,72,5,1.1000000000000014,3,7.25,9
ckd,ageband13,FALSE,90-104,158,49,4,1.8000000000000007,3,6,8
ckd,ageband13,FALSE,40-49,326,93,5,1,3,7,8
ckd,ageband13,FALSE,18-29,26,9,5,1,2,6,7.399999999999999
ckd,ageband13,FALSE,12-17,1,1,7,7,7,7,7
ckd,ageband13,TRUE,50-54,22,7,6,4.6,5.5,7.5,8.4
ckd,ageband13,TRUE,60-64,33,11,6,3,4,6.5,8
ckd,ageband13,TRUE,55-59,24,8,7,3.4000000000000004,4.75,8.25,9
ckd,ageband13,TRUE,65-69,23,8,6.5,3.4000000000000004,5.5,8.25,9
ckd,ageband13,TRUE,30-39,13,4,4,1.6,2.5,5.75,7.1000000000000005
ckd,ageband13,TRUE,70-74,24,9,5,1.8,2,7,8.2
ckd,ageband13,TRUE,40-49,29,8,3,2.7,3,4,4.3
ckd,ageband13,TRUE,75-79,15,5,7,4.8,6,9,9
ckd,ageband13,TRUE,90-104,5,2,3.5,3.1,3.25,3.75,3.9
ckd,ageband13,TRUE,80-84,10,3,4,4,4,4.5,4.8
ckd,ageband13,TRUE,18-29,1,0,NA,NA,NA,NA,NA
ckd,ageband13,TRUE,85-89,9,3,6,1.9999999999999998,3.5,7,7.6
ckd,sex,FALSE,Female,2457,748,5,1,3,7,9
ckd,sex,FALSE,Male,2267,709,5,1,3,7,9
ckd,sex,TRUE,Male,94,25,6,3,4,8,9
ckd,sex,TRUE,Female,114,43,5,2,3,7,8
ckd,ethnicity5,FALSE,White,2564,771,5,1,3,7,9
ckd,ethnicity5,FALSE,(Missing),458,149,5,1,3,7,8
ckd,ethnicity5,FALSE,Chinese or Other Ethnic Groups,447,137,5,1,3,7,8
ckd,ethnicity5,FALSE,Asian or Asian British,412,119,4,1,3,7,8.200000000000003
ckd,ethnicity5,FALSE,Mixed,423,144,5,1,3,7,8.700000000000017
ckd,ethnicity5,FALSE,Black or Black British,420,137,5,1,3,7,8
ckd,ethnicity5,TRUE,Mixed,18,6,6.5,3.5,5.25,7.75,8.5
ckd,ethnicity5,TRUE,White,127,45,5,2.4000000000000004,3,7,8
ckd,ethnicity5,TRUE,Chinese or Other Ethnic Groups,9,1,9,9,9,9,9
ckd,ethnicity5,TRUE,(Missing),17,4,7.5,2.5,4.75,9,9
ckd,ethnicity5,TRUE,Asian or Asian British,12,3,7,3.8,5,7.5,7.8
ckd,ethnicity5,TRUE,Black or Black British,25,9,6,1.8,4,7,8
ckd,region,FALSE,North East and Yorkshire,2395,716,5,1,3,7,8.5
ckd,region,FALSE,North West,941,293,5,2,3,7,9
ckd,region,FALSE,Midlands,482,167,5,1,2,7,8.400000000000006
ckd,region,FALSE,London,228,74,5,1,3,7,8.700000000000003
ckd,region,FALSE,East of England,216,67,5,1,2,7,9
ckd,region,FALSE,South East,230,74,5,1,3,7,8.700000000000003
ckd,region,FALSE,South West,232,66,4.5,1,3,6,8
ckd,region,TRUE,South East,11,2,7.5,7.1,7.25,7.75,7.9
ckd,region,TRUE,North East and Yorkshire,100,28,5,2,3,8.25,9
ckd,region,TRUE,Midlands,22,8,4.5,1.7000000000000002,2.75,6,6.3
ckd,region,TRUE,North West,48,21,5,3,3,6,7
ckd,region,TRUE,London,10,5,7,3.1999999999999997,5,8,8.6
ckd,region,TRUE,East of England,12,3,8,6.4,7,8,8
ckd,region,TRUE,South West,5,1,6,6,6,6,6
ckd,imd_quintile,FALSE,2,961,320,5,1.9000000000000057,3,7,9
ckd,imd_quintile,FALSE,1 (most deprived),884,248,5,1,3,7,9
ckd,imd_quintile,FALSE,3,937,274,5,1,2,7,8
ckd,imd_quintile,FALSE,4,871,260,5,1,3,7,9
ckd,imd_quintile,FALSE,5 (least deprived),841,289,5,1,3,7,8
ckd,imd_quintile,FALSE,(Missing),230,66,6,2,3.25,8,9
ckd,imd_quintile,TRUE,3,41,15,6,3.4000000000000004,5,6,8.6
ckd,imd_quintile,TRUE,1 (most deprived),33,16,4.5,2,2.75,8,8
ckd,imd_quintile,TRUE,2,55,16,5,3.5,4,7,9
ckd,imd_quintile,TRUE,5 (least deprived),37,9,7,3,4,7,9
ckd,imd_quintile,TRUE,4,32,9,4,1.8,3,6,8
ckd,imd_quintile,TRUE,(Missing),10,3,4,2.4,3,5,5.6
ckd,carehome_status,FALSE,FALSE,4005,1237,5,1,3,7,9
ckd,carehome_status,FALSE,TRUE,719,220,5,1,3,7,8
ckd,carehome_status,TRUE,FALSE,196,63,6,2,3.5,7.5,9
ckd,carehome_status,TRUE,TRUE,12,5,4,2.4,3,5,6.199999999999999
ckd,primis_atrisk,FALSE,TRUE,1791,567,5,1,3,7,9
ckd,primis_atrisk,FALSE,FALSE,2933,890,5,1,3,7,9
ckd,primis_atrisk,TRUE,TRUE,208,68,5,2,3,7,9
ckd,crd,FALSE,TRUE,192,72,5,2,3,7,8
ckd,crd,FALSE,FALSE,4532,1385,5,1,3,7,9
ckd,crd,TRUE,FALSE,202,68,5,2,3,7,9
ckd,crd,TRUE,TRUE,6,0,NA,NA,NA,NA,NA
ckd,chd,FALSE,FALSE,4535,1389,5,1,3,7,9
ckd,chd,FALSE,TRUE,189,68,5.5,1,3,7,9
ckd,chd,TRUE,FALSE,203,68,5,2,3,7,9
ckd,chd,TRUE,TRUE,5,0,NA,NA,NA,NA,NA
ckd,cld,FALSE,FALSE,4535,1401,5,1,3,7,9
ckd,cld,FALSE,TRUE,189,56,5,1,3,7,8
ckd,cld,TRUE,FALSE,201,64,5.5,2,3,7,9
ckd,cld,TRUE,TRUE,7,4,4.5,4,4,5.75,7.1000000000000005
ckd,cns_learndis,FALSE,FALSE,4350,1356,5,1,3,7,9
ckd,cns_learndis,FALSE,TRUE,374,101,5,1,3,7,8
ckd,cns_learndis,TRUE,FALSE,204,65,5,2,3,7,9
ckd,cns_learndis,TRUE,TRUE,4,3,5,4.2,4.5,6,6.6
ckd,diabetes,FALSE,FALSE,4522,1404,5,1,3,7,9
ckd,diabetes,FALSE,TRUE,202,53,6,2.2,4,8,9
ckd,diabetes,TRUE,FALSE,202,64,5.5,2,3,7,8.700000000000003
ckd,diabetes,TRUE,TRUE,6,4,4.5,3.3,3.75,6,7.800000000000001
ckd,immunosuppressed,FALSE,FALSE,4509,1380,5,1,3,7,9
ckd,immunosuppressed,FALSE,TRUE,215,77,5,1,3,7,9
ckd,immunosuppressed,TRUE,FALSE,201,66,5,2,3,7,8.5
ckd,immunosuppressed,TRUE,TRUE,7,2,8,7.199999999999999,7.5,8.5,8.8
ckd,asplenia,FALSE,FALSE,4543,1400,5,1,3,7,9
ckd,asplenia,FALSE,TRUE,181,57,5,1,3,8,9
ckd,asplenia,TRUE,FALSE,204,67,5,2,3,7,9
ckd,asplenia,TRUE,TRUE,4,1,5,5,5,5,5
ckd,severe_obesity,FALSE,FALSE,4512,1394,5,1,3,7,9
ckd,severe_obesity,FALSE,TRUE,212,63,5,1,3,6.5,8
ckd,severe_obesity,TRUE,TRUE,6,1,6,6,6,6,6
ckd,severe_obesity,TRUE,FALSE,202,67,5,2,3,7,9
ckd,smi,FALSE,FALSE,4533,1383,5,1,3,7,9
ckd,smi,FALSE,TRUE,191,74,5.5,1,3,8,8.700000000000003
ckd,smi,TRUE,FALSE,205,67,5,2,3,7,9
ckd,smi,TRUE,TRUE,3,1,6,6,6,6,6
ckd,ckd_rrt,FALSE,Stage 3,287,81,5,1,3,7,8
ckd,ckd_rrt,FALSE,No CKD or RRT,4212,1304,5,1,3,7,9
ckd,ckd_rrt,FALSE,Stage 4,103,40,4,2,3,7,8
ckd,ckd_rrt,FALSE,RRT (transplant),36,5,2,1.4,2,6,7.199999999999999
ckd,ckd_rrt,FALSE,RRT (dialysis),38,10,5,1,2.25,8.5,9
ckd,ckd_rrt,FALSE,Stage 5,48,17,3,1,1,6,6.4
ckd,ckd_rrt,TRUE,No CKD or RRT,177,60,6,2,3,7.25,9
ckd,ckd_rrt,TRUE,Stage 3,21,7,4,2,3,6,7.4
ckd,ckd_rrt,TRUE,Stage 4,3,0,NA,NA,NA,NA,NA
ckd,ckd_rrt,TRUE,RRT (transplant),3,0,NA,NA,NA,NA,NA
ckd,ckd_rrt,TRUE,Stage 5,3,1,5,5,5,5,5
ckd,ckd_rrt,TRUE,RRT (dialysis),1,0,NA,NA,NA,NA,NA
ckd,copd,FALSE,FALSE,4617,1424,5,1,3,7,9
ckd,copd,FALSE,TRUE,107,33,5,2,3,8,8
ckd,copd,TRUE,FALSE,201,66,5,2,3.25,7,8.5
ckd,copd,TRUE,TRUE,7,2,6,3.6000000000000005,4.5,7.5,8.4
ckd,learndis_cat,FALSE,(Missing),3799,1177,5,1,3,7,9
ckd,learndis_cat,FALSE,Learning disability register,236,79,4,1,3,6.5,8.200000000000003
ckd,learndis_cat,FALSE,Other learning disability,467,131,6,2,3,7,9
ckd,learndis_cat,FALSE,Down's syndrome,222,70,5,1.9000000000000004,2,7,8
ckd,learndis_cat,TRUE,(Missing),171,57,5,2,3,7,8
ckd,learndis_cat,TRUE,Learning disability register,7,1,9,9,9,9,9
ckd,learndis_cat,TRUE,Other learning disability,20,7,5,2.2,3.5,7,8.4
ckd,learndis_cat,TRUE,Down's syndrome,10,3,6,1.9999999999999998,3.5,7.5,8.399999999999999
ckd,sickle_cell_asplenia,FALSE,FALSE,4450,1373,5,1,3,7,9
ckd,sickle_cell_asplenia,FALSE,TRUE,274,84,5,1.3000000000000007,3,8,9
ckd,sickle_cell_asplenia,TRUE,FALSE,201,67,5,2,3,7,9
ckd,sickle_cell_asplenia,TRUE,TRUE,7,1,5,5,5,5,5
ckd,cirrhosis,FALSE,FALSE,4626,1425,5,1,3,7,9
ckd,cirrhosis,FALSE,TRUE,98,32,5,1.0999999999999996,3,7.25,8.900000000000002
ckd,cirrhosis,TRUE,FALSE,205,68,5,2,3,7,9
ckd,cirrhosis,TRUE,TRUE,3,0,NA,NA,NA,NA,NA
ckd,cochlear_implant,FALSE,FALSE,4626,1420,5,1,3,7,9
ckd,cochlear_implant,FALSE,TRUE,98,37,4,1,3,7,8
ckd,cochlear_implant,TRUE,FALSE,202,67,5,2,3,7,9
ckd,cochlear_implant,TRUE,TRUE,6,1,4,4,4,4,4
ckd,cystic_fibrosis,FALSE,FALSE,4612,1424,5,1,3,7,9
ckd,cystic_fibrosis,FALSE,TRUE,112,33,4,1.2000000000000002,3,6,8
ckd,cystic_fibrosis,TRUE,FALSE,204,67,5,2,3,7,9
ckd,cystic_fibrosis,TRUE,TRUE,4,1,6,6,6,6,6
ckd,csfl,FALSE,FALSE,4640,1430,5,1,3,7,9
ckd,csfl,FALSE,TRUE,84,27,5,3,3.5,8,8.400000000000002
ckd,csfl,TRUE,FALSE,206,68,5,2,3,7,9
ckd,csfl,TRUE,TRUE,2,0,NA,NA,NA,NA,NA
ckd,homeless,FALSE,FALSE,4630,1428,5,1,3,7,9
ckd,homeless,FALSE,TRUE,94,29,3,1,2,4,8.2
ckd,homeless,TRUE,FALSE,199,67,5,2,3.5,7,9
ckd,homeless,TRUE,TRUE,9,1,2,2,2,2,2
cld,all,FALSE,All,4736,1465,5,1,3,7,9
cld,all,TRUE,All,196,60,5,1,3,7,8
cld,ageband4,FALSE,50-64,738,239,5,1,3,7,9
cld,ageband4,FALSE,65-74,2151,657,5,1,3,7,9
cld,ageband4,FALSE,75-104,1387,435,5,1,3,7,9
cld,ageband4,FALSE,12-49,460,134,5,1,3,7,8.700000000000003
cld,ageband4,TRUE,50-64,84,24,4,1.3000000000000003,3,6,7
cld,ageband4,TRUE,75-104,24,4,4.5,2,2,7,7
cld,ageband4,TRUE,12-49,58,20,6,2.8000000000000007,4,7.25,9
cld,ageband4,TRUE,65-74,30,12,5.5,1.1,2.75,7,7
cld,ageband13,FALSE,55-59,240,86,5,1,3,7,9
cld,ageband13,FALSE,60-64,279,89,4,1,3,6,8
cld,ageband13,FALSE,70-74,939,292,5,1,3,7,9
cld,ageband13,FALSE,50-54,219,64,6,1,3,8,9
cld,ageband13,FALSE,80-84,384,119,5,1,3,7,8
cld,ageband13,FALSE,75-79,640,192,5,1.1000000000000014,3,8,9
cld,ageband13,FALSE,65-69,1212,365,5,1,3,7,8
cld,ageband13,FALSE,30-39,118,38,5,2,3,8,9
cld,ageband13,FALSE,85-89,203,73,6,1,3,8,9
cld,ageband13,FALSE,90-104,160,51,4,2,3,6,8
cld,ageband13,FALSE,40-49,315,87,4,1,3,6,8
cld,ageband13,FALSE,18-29,26,8,5.5,1,1.75,6.25,7.6
cld,ageband13,FALSE,12-17,1,1,7,7,7,7,7
cld,ageband13,TRUE,60-64,24,8,4.5,2.4000000000000004,3,5.25,6.6
cld,ageband13,TRUE,90-104,3,0,NA,NA,NA,NA,NA
cld,ageband13,TRUE,30-39,17,5,6,4.8,6,8,8
cld,ageband13,TRUE,55-59,34,9,5,3,3,7,7.399999999999999
cld,ageband13,TRUE,80-84,8,1,7,7,7,7,7
cld,ageband13,TRUE,50-54,26,7,4,1,1.5,4,5.200000000000001
cld,ageband13,TRUE,40-49,40,14,6,1.5999999999999996,4,7,9
cld,ageband13,TRUE,65-69,19,7,7,2.8000000000000003,4.5,7,7.4
cld,ageband13,TRUE,75-79,9,1,7,7,7,7,7
cld,ageband13,TRUE,85-89,4,2,2,2,2,2,2
cld,ageband13,TRUE,70-74,11,5,3,1.4,2,6,6.6
cld,ageband13,TRUE,18-29,1,1,4,4,4,4,4
cld,sex,FALSE,Female,2454,751,5,1,3,7,9
