group1,group1_value,group2,group2_value,total,count_n0,count_n1,count_n2,count_n3,count_n4,count_n5plus,count_median,count_p10,count_p25,count_p75,count_p90,days_since_n12m,days_since_n24m,days_since_median,days_since_p10,days_since_p25,days_since_p75,days_since_p90,count_pct0,count_pct1,count_pct2,count_pct3,count_pct4,count_pct5plus,days_since_pct12m,days_since_pct24m
age_above_eligiblity_threshold,FALSE,ageband13,20-29,20,0,0,0,0,0,20,8,1.2000000000000002,4.5,10.5,11,10,20,323,247.4,279.5,355,378.2,0,0,0,0,0,100,50,100
age_above_eligiblity_threshold,FALSE,ageband13,30-39,150,10,10,10,10,10,100,7,1.5,3,11,13,90,110,301,214,251,351,376.8,6.7,6.7,6.7,6.7,6.7,66.7,60,73.3
age_above_eligiblity_threshold,FALSE,ageband13,40-49,320,20,20,20,20,20,210,7,1,3,10,13,180,220,296,225.8,251,343,372.6,6.2,6.2,6.2,6.2,6.2,65.6,56.2,68.8
age_above_eligiblity_threshold,FALSE,ageband13,50-54,260,10,20,20,10,20,170,6,1,3,10,13,140,180,319,224,256,353.75,383.5,3.8,7.7,7.7,3.8,7.7,65.4,53.8,69.2
age_above_eligiblity_threshold,FALSE,ageband13,55-59,260,20,20,10,20,20,180,7,1,4,10,13,150,180,305.5,229.1,256,349.75,381,7.7,7.7,3.8,7.7,7.7,69.2,57.7,69.2
age_above_eligiblity_threshold,FALSE,ageband13,60-64,270,10,20,20,20,20,180,7,1,3,11,13,160,200,308.5,220,256,354,380,3.7,7.4,7.4,7.4,7.4,66.7,59.3,74.1
age_above_eligiblity_threshold,TRUE,ageband13,65-69,1240,90,70,80,90,90,820,7,1,3,11,13,740,900,296,218,247,350,378,7.3,5.6,6.5,7.3,7.3,66.1,59.7,72.6
age_above_eligiblity_threshold,TRUE,ageband13,70-74,980,70,80,80,60,50,640,7,1,3,11,13,570,700,300,219,248,353,382,7.1,8.2,8.2,6.1,5.1,65.3,58.2,71.4
age_above_eligiblity_threshold,TRUE,ageband13,75-79,670,50,60,30,60,40,430,7,1,3,11,13,410,480,289,215.3,239,343.25,380.7,7.5,9,4.5,9,6,64.2,61.2,71.6
age_above_eligiblity_threshold,TRUE,ageband13,80-84,390,30,20,20,30,30,270,8,1,3,11,13,250,290,294,228,255,345.75,378,7.7,5.1,5.1,7.7,7.7,69.2,64.1,74.4
age_above_eligiblity_threshold,TRUE,ageband13,85-89,230,20,20,10,20,20,150,7,1,3,11,13,130,150,310.5,217.3,253,345,383.7,8.7,8.7,4.3,8.7,8.7,65.2,56.5,65.2
age_above_eligiblity_threshold,TRUE,ageband13,90-104,150,10,10,10,10,10,100,7,1,3,10.75,13,80,90,307,214.1,254.75,350.25,377.6,6.7,6.7,6.7,6.7,6.7,66.7,53.3,60
age_above_eligiblity_threshold,FALSE,ethnicity5,White,710,50,50,50,40,50,480,7,1,3,11,13,400,490,307.5,222.8,250.25,352,381,7,7,7,5.6,7,67.6,56.3,69
age_above_eligiblity_threshold,FALSE,ethnicity5,Mixed,110,10,10,10,20,10,60,5,1,3,10,12,60,80,313,229,264.5,341.5,380.1,9.1,9.1,9.1,18.2,9.1,54.5,54.5,72.7
age_above_eligiblity_threshold,FALSE,ethnicity5,Asian or Asian British,110,10,10,10,0,10,70,8,1,3,11,13.299999999999997,70,80,306,221.1,241.5,344,365.6,9.1,9.1,9.1,0,9.1,63.6,63.6,72.7
age_above_eligiblity_threshold,FALSE,ethnicity5,Black or Black British,110,0,10,10,0,10,80,6.5,1,4,10,13,70,80,319,235.2,263,357.75,387.1,0,9.1,9.1,0,9.1,72.7,63.6,72.7
age_above_eligiblity_threshold,FALSE,ethnicity5,Chinese or Other Ethnic Groups,100,0,10,0,10,10,60,7,1,3,10,13,70,80,291,226.8,258,339,361.8,0,10,0,10,10,60,70,80
age_above_eligiblity_threshold,FALSE,ethnicity5,(Missing),130,0,0,10,10,10,90,7,2,4,10,13,70,80,303,220,262,355,384.2,0,0,7.7,7.7,7.7,69.2,53.8,61.5
age_above_eligiblity_threshold,TRUE,ethnicity5,White,2020,140,150,130,140,120,1340,7,1,3,11,13,1230,1450,293,218,244.25,346,377,6.9,7.4,6.4,6.9,5.9,66.3,60.9,71.8
age_above_eligiblity_threshold,TRUE,ethnicity5,Mixed,310,30,20,20,30,20,200,7,1,3,11.25,13,180,220,302,220.9,255,351.25,385,9.7,6.5,6.5,9.7,6.5,64.5,58.1,71
age_above_eligiblity_threshold,TRUE,ethnicity5,Asian or Asian British,300,20,20,20,20,30,200,7,1,3,11,13,180,210,298,216.2,242,348,378,6.7,6.7,6.7,6.7,10,66.7,60,70
age_above_eligiblity_threshold,TRUE,ethnicity5,Black or Black British,320,20,30,30,20,20,200,6,1,3,11,13,190,230,296,218,245,353,382,6.2,9.4,9.4,6.2,6.2,62.5,59.4,71.9
age_above_eligiblity_threshold,TRUE,ethnicity5,Chinese or Other Ethnic Groups,350,20,20,30,30,20,220,7,1,3,11,13,210,260,309,220,256,356,386.6,5.7,5.7,8.6,8.6,5.7,62.9,60,74.3
age_above_eligiblity_threshold,TRUE,ethnicity5,(Missing),340,30,20,20,20,20,230,7,1,3,11,13,200,240,299,221.6,249,350,375.4,8.8,5.9,5.9,5.9,5.9,67.6,58.8,70.6
age_above_eligiblity_threshold,FALSE,region,North East and Yorkshire,640,40,50,40,40,50,420,7,1,3,10,13,360,440,304,223.4,256,350,377.6,6.2,7.8,6.2,6.2,7.8,65.6,56.2,68.8
age_above_eligiblity_threshold,FALSE,region,North West,260,20,20,20,20,20,180,7,1,3,11,13,150,190,309,220.4,249,358.25,383,7.7,7.7,7.7,7.7,7.7,69.2,57.7,73.1
age_above_eligiblity_threshold,FALSE,region,Midlands,120,10,10,0,10,10,90,7,1,4,10,13.799999999999997,80,100,316,227.2,263.5,354.5,386.8,8.3,8.3,0,8.3,8.3,75,66.7,83.3
age_above_eligiblity_threshold,FALSE,region,East of England,60,0,10,10,0,0,30,5.5,1,2,11,13,30,40,318,232,260,357,381,0,16.7,16.7,0,0,50,50,66.7
age_above_eligiblity_threshold,FALSE,region,London,60,0,0,0,10,0,40,6,1,3,10,11,40,40,312,238,261,342,380.4,0,0,0,16.7,0,66.7,66.7,66.7
age_above_eligiblity_threshold,FALSE,region,South East,70,0,0,0,10,10,50,7,2,4,10,12,40,50,300.5,208.8,249,338.75,368.4,0,0,0,14.3,14.3,71.4,57.1,71.4
age_above_eligiblity_threshold,FALSE,region,South West,60,0,0,0,0,0,40,9,1,3.75,11.25,14,30,40,317.5,220.5,252.25,341.25,362.5,0,0,0,0,0,66.7,50,66.7
age_above_eligiblity_threshold,TRUE,region,North East and Yorkshire,1880,150,140,130,130,120,1210,7,1,3,11,13,1130,1350,297,219,248,349,379.8,8,7.4,6.9,6.9,6.4,64.4,60.1,71.8
age_above_eligiblity_threshold,TRUE,region,North West,740,40,50,40,50,40,520,8,1,4,11,13,450,540,292,215.5,244,346,377,5.4,6.8,5.4,6.8,5.4,70.3,60.8,73
age_above_eligiblity_threshold,TRUE,region,Midlands,360,10,20,30,20,30,250,8,1,4,11,13,210,260,298,220,252,346,380,2.8,5.6,8.3,5.6,8.3,69.4,58.3,72.2
age_above_eligiblity_threshold,TRUE,region,East of England,170,10,20,20,20,10,100,6,1,2.25,10,12,90,120,325.5,222.9,249.5,364,388.1,5.9,11.8,11.8,11.8,5.9,58.8,52.9,70.6
age_above_eligiblity_threshold,TRUE,region,London,170,20,10,10,20,10,100,6,0,3,11,13,100,120,303,225.4,263.5,348,384,11.8,5.9,5.9,11.8,5.9,58.8,58.8,70.6
age_above_eligiblity_threshold,TRUE,region,South East,170,10,10,10,10,10,110,7,1,3,11,14,90,120,295,218.5,243,349.5,380.5,5.9,5.9,5.9,5.9,5.9,64.7,52.9,70.6
age_above_eligiblity_threshold,TRUE,region,South West,160,10,10,10,10,10,110,7,1,3,11,13,100,110,291,214,235.5,343.5,373,6.2,6.2,6.2,6.2,6.2,68.8,62.5,68.8
age_above_eligiblity_threshold,FALSE,imd_quintile,1 (most deprived),240,10,20,10,20,10,160,7,1,3,10,13,150,170,291,216.4,250,339,383.8,4.2,8.3,4.2,8.3,4.2,66.7,62.5,70.8
age_above_eligiblity_threshold,FALSE,imd_quintile,2,280,10,20,20,20,20,180,7,1,3,10,13,170,190,301,228.7,256,343.25,366,3.6,7.1,7.1,7.1,7.1,64.3,60.7,67.9
age_above_eligiblity_threshold,FALSE,imd_quintile,3,270,20,20,10,20,20,170,6,1,3,10,13,160,190,317,229.6,264,352,376.4,7.4,7.4,3.7,7.4,7.4,63,59.3,70.4
age_above_eligiblity_threshold,FALSE,imd_quintile,4,230,20,10,20,20,10,150,7,2,3,11,13,120,150,297,219.9,246.25,357.75,383,8.7,4.3,8.7,8.7,4.3,65.2,52.2,65.2
age_above_eligiblity_threshold,FALSE,imd_quintile,5 (least deprived),210,10,20,10,10,20,150,6,1,4,11,13,110,160,322,230.4,268,368.5,388,4.8,9.5,4.8,4.8,9.5,71.4,52.4,76.2
age_above_eligiblity_threshold,FALSE,imd_quintile,(Missing),60,10,0,0,0,0,40,7,0.6000000000000005,3,11,13,40,40,292,206.6,245,325,356.4,16.7,0,0,0,0,66.7,66.7,66.7
age_above_eligiblity_threshold,TRUE,imd_quintile,1 (most deprived),700,40,60,40,50,30,480,7,1,3,11,13,410,500,298,221,248,346,379,5.7,8.6,5.7,7.1,4.3,68.6,58.6,71.4
age_above_eligiblity_threshold,TRUE,imd_quintile,2,710,50,60,50,50,40,460,7,1,3,11,13,410,500,298,214,248.25,350,377,7,8.5,7,7,5.6,64.8,57.7,70.4
age_above_eligiblity_threshold,TRUE,imd_quintile,3,690,50,50,50,50,50,440,7,1,3,11,13,420,510,299,220.3,251.25,352,383.7,7.2,7.2,7.2,7.2,7.2,63.8,60.9,73.9
age_above_eligiblity_threshold,TRUE,imd_quintile,4,680,60,50,50,40,50,440,7,1,3,11,13,410,490,296,219.3,245,345.75,376.7,8.8,7.4,7.4,5.9,7.4,64.7,60.3,72.1
age_above_eligiblity_threshold,TRUE,imd_quintile,5 (least deprived),660,50,40,40,50,50,440,7,1,3,11,13,390,470,298,217.9,244,349.75,381,7.6,6.1,6.1,7.6,7.6,66.7,59.1,71.2
age_above_eligiblity_threshold,TRUE,imd_quintile,(Missing),210,10,20,20,20,10,130,7,1,3,11,13,120,140,289,218.4,244,335.5,383.2,4.8,9.5,9.5,9.5,4.8,61.9,57.1,66.7
age_above_eligiblity_threshold,FALSE,carehome_status,FALSE,1220,70,90,80,80,80,810,7,1,3,11,13,700,850,306.5,224,256,351,379,5.7,7.4,6.6,6.6,6.6,66.4,57.4,69.7
age_above_eligiblity_threshold,FALSE,carehome_status,TRUE,60,0,0,0,0,10,40,8,2.9000000000000004,4,10,13.100000000000001,40,40,303,219.6,249.75,342.5,384.4,0,0,0,0,16.7,66.7,66.7,66.7
age_above_eligiblity_threshold,TRUE,carehome_status,FALSE,2910,200,220,200,210,180,1890,7,1,3,11,13,1740,2100,298,218,247,348,380,6.9,7.6,6.9,7.2,6.2,64.9,59.8,72.2
age_above_eligiblity_threshold,TRUE,carehome_status,TRUE,750,60,50,40,40,50,510,7,1,3.5,11,13,430,520,293,219,247,350,380,8,6.7,5.3,5.3,6.7,68,57.3,69.3
age_above_eligiblity_threshold,FALSE,primis_atrisk,FALSE,50,0,0,0,0,10,30,7,2.5,4,10,13,30,30,303,224.9,252.5,343.5,380.3,0,0,0,0,20,60,60,60
age_above_eligiblity_threshold,FALSE,primis_atrisk,TRUE,1230,70,90,80,80,80,820,7,1,3,11,13,710,860,306.5,224,256,351,379,5.7,7.3,6.5,6.5,6.5,66.7,57.7,69.9
age_above_eligiblity_threshold,TRUE,primis_atrisk,FALSE,2910,220,210,190,200,180,1920,7,1,3,11,13,1740,2100,298,219,247,350,379,7.6,7.2,6.5,6.9,6.2,66,59.8,72.2
age_above_eligiblity_threshold,TRUE,primis_atrisk,TRUE,740,50,50,60,60,50,480,7,1,3,11,13,430,520,294,217,248,346,382,6.8,6.8,8.1,8.1,6.8,64.9,58.1,70.3
age_above_eligiblity_threshold,FALSE,crd,FALSE,1140,70,80,80,80,80,750,7,1,3,10,13,660,800,306,224,256,351,379.2,6.1,7,7,7,7,65.8,57.9,70.2
age_above_eligiblity_threshold,FALSE,crd,TRUE,140,0,10,10,10,10,100,7,2,4,11,13,70,90,306,222.6,254,356,378.8,0,7.1,7.1,7.1,7.1,71.4,50,64.3
age_above_eligiblity_threshold,TRUE,crd,FALSE,3580,260,260,240,250,220,2350,7,1,3,11,13,2130,2570,297,218,247,348,380,7.3,7.3,6.7,7,6.1,65.6,59.5,71.8
age_above_eligiblity_threshold,TRUE,crd,TRUE,70,0,10,0,0,10,40,7,1,3.5,10.5,13,40,50,311,233.2,248.75,370,385,0,14.3,0,0,14.3,57.1,57.1,71.4
age_above_eligiblity_threshold,FALSE,chd,FALSE,1150,70,80,70,80,80,770,7,1,3,10.25,13,670,800,306,223.4,255,351,378.6,6.1,7,6.1,7,7,67,58.3,69.6
age_above_eligiblity_threshold,FALSE,chd,TRUE,120,10,10,10,10,10,80,7,1,3,11,13.799999999999997,70,90,309,227.6,260,351,383.4,8.3,8.3,8.3,8.3,8.3,66.7,58.3,75
age_above_eligiblity_threshold,TRUE,chd,FALSE,3580,260,260,240,250,230,2350,7,1,3,11,13,2130,2570,297,219,247,349,380,7.3,7.3,6.7,7,6.4,65.6,59.5,71.8
age_above_eligiblity_threshold,TRUE,chd,TRUE,70,0,10,10,0,0,50,6,1,3,10,13,40,50,282,209.2,231.5,343.5,395.5,0,14.3,14.3,0,0,71.4,57.1,71.4
age_above_eligiblity_threshold,FALSE,ckd,FALSE,1160,70,80,80,80,80,770,7,1,3,10,13,670,810,306,223,253.5,351,381,6,6.9,6.9,6.9,6.9,66.4,57.8,69.8
age_above_eligiblity_threshold,FALSE,ckd,TRUE,120,0,10,10,10,10,80,6,1,3.25,11,13,70,80,315,224,269,349,368,0,8.3,8.3,8.3,8.3,66.7,58.3,66.7
age_above_eligiblity_threshold,TRUE,ckd,FALSE,3580,260,260,240,250,230,2350,7,1,3,11,13,2130,2570,296,218,247,349,380,7.3,7.3,6.7,7,6.4,65.6,59.5,71.8
age_above_eligiblity_threshold,TRUE,ckd,TRUE,70,0,0,10,0,0,50,9,1.7000000000000002,5,11,14,40,50,313,221,254.5,349.5,384,0,0,14.3,0,0,71.4,57.1,71.4
age_above_eligiblity_threshold,FALSE,cld,FALSE,1150,70,80,80,80,80,760,7,1,3,10,13,670,800,306,224,254.75,350.25,379,6.1,7,7,7,7,66.1,58.3,69.6
age_above_eligiblity_threshold,FALSE,cld,TRUE,130,0,10,10,10,10,90,8,2,4,12,13,70,90,316.5,223.4,259.75,356,389.2,0,7.7,7.7,7.7,7.7,69.2,53.8,69.2
age_above_eligiblity_threshold,TRUE,cld,FALSE,3570,260,260,240,250,230,2340,7,1,3,11,13,2120,2570,297,218,247,349,380,7.3,7.3,6.7,7,6.4,65.5,59.4,72
age_above_eligiblity_threshold,TRUE,cld,TRUE,80,10,0,10,0,0,60,8,0.9000000000000004,3.75,11,13,50,50,291,227.6,246,330,368,12.5,0,12.5,0,0,75,62.5,62.5
age_above_eligiblity_threshold,FALSE,cns_learndis,FALSE,1030,60,70,60,70,80,700,7,1,3,11,13,600,730,309,222,256,350,380.5,5.8,6.8,5.8,6.8,7.8,68,58.3,70.9
age_above_eligiblity_threshold,FALSE,cns_learndis,TRUE,240,20,20,20,20,20,150,6,1,3,10,13,130,170,295.5,227.5,250,356,377.5,8.3,8.3,8.3,8.3,8.3,62.5,54.2,70.8
age_above_eligiblity_threshold,TRUE,cns_learndis,FALSE,3520,260,260,230,250,220,2310,7,1,3,11,13,2090,2520,296,218,246.5,349,380,7.4,7.4,6.5,7.1,6.2,65.6,59.4,71.6
age_above_eligiblity_threshold,TRUE,cns_learndis,TRUE,130,10,10,10,10,10,80,7,1,3,11,13,80,100,302,230,262,349,380,7.7,7.7,7.7,7.7,7.7,61.5,61.5,76.9
age_above_eligiblity_threshold,FALSE,diabetes,FALSE,1150,70,80,80,80,80,760,7,1,3,11,13,670,810,306,224,256,350.75,379,6.1,7,7,7,7,66.1,58.3,70.4
age_above_eligiblity_threshold,FALSE,diabetes,TRUE,120,10,10,10,10,10,90,7,1,3,10,12,70,90,314.5,221.5,257,355.75,381.5,8.3,8.3,8.3,8.3,8.3,75,58.3,75
age_above_eligiblity_threshold,TRUE,diabetes,FALSE,3580,260,260,240,250,230,2350,7,1,3,11,13,2140,2580,297,218,247,349,380,7.3,7.3,6.7,7,6.4,65.6,59.8,72.1
age_above_eligiblity_threshold,TRUE,diabetes,TRUE,70,0,10,0,10,0,50,7,1,3,10,13.200000000000003,40,40,290,224,262,342.5,368,0,14.3,0,14.3,0,71.4,57.1,57.1
age_above_eligiblity_threshold,FALSE,immunosuppressed_asplenia,FALSE,1020,60,70,70,70,80,680,7,1,3,11,13,570,700,309,222,253,354,382,5.9,6.9,6.9,6.9,7.8,66.7,55.9,68.6
age_above_eligiblity_threshold,FALSE,immunosuppressed_asplenia,TRUE,260,20,20,20,20,20,160,7,1,3,11,13,170,190,303,232.1,262.25,345,367.8,7.7,7.7,7.7,7.7,7.7,61.5,65.4,73.1
age_above_eligiblity_threshold,TRUE,immunosuppressed_asplenia,FALSE,3490,250,260,230,240,220,2300,7,1,3,11,13,2070,2500,297,218,247,350,380,7.2,7.4,6.6,6.9,6.3,65.9,59.3,71.6
age_above_eligiblity_threshold,TRUE,immunosuppressed_asplenia,TRUE,160,10,10,10,20,10,100,6.5,1,3,11,13,100,120,293,219,241,335.75,369.2,6.2,6.2,6.2,12.5,6.2,62.5,62.5,75
age_above_eligiblity_threshold,FALSE,severe_obesity,FALSE,1170,70,80,80,80,80,780,7,1,3,11,13,690,830,306,224,256,351,377.5,6,6.8,6.8,6.8,6.8,66.7,59,70.9
age_above_eligiblity_threshold,FALSE,severe_obesity,TRUE,100,10,10,0,10,10,70,7,1,3,11,13,50,70,306,217.5,252.75,362.75,385.5,10,10,0,10,10,70,50,70
age_above_eligiblity_threshold,TRUE,severe_obesity,FALSE,3560,250,260,230,250,220,2340,7,1,3,11,13,2110,2550,297,219,247,349,380,7,7.3,6.5,7,6.2,65.7,59.3,71.6
age_above_eligiblity_threshold,TRUE,severe_obesity,TRUE,90,10,10,10,0,0,50,6,0,2,11,13,60,70,276,211,240,337,371.6,11.1,11.1,11.1,0,0,55.6,66.7,77.8
age_above_eligiblity_threshold,FALSE,smi,FALSE,1150,60,80,80,80,80,760,7,1,3,11,13,670,800,306,224,256,351,379.7,5.2,7,7,7,7,66.1,58.3,69.6
age_above_eligiblity_threshold,FALSE,smi,TRUE,120,10,10,0,10,10,90,6,1,4,9,12.600000000000009,70,90,308,218.5,250.5,354,379,8.3,8.3,0,8.3,8.3,75,58.3,75
age_above_eligiblity_threshold,TRUE,smi,FALSE,3580,260,260,240,240,230,2350,7,1,3,11,13,2140,2570,296,218,247,348,379,7.3,7.3,6.7,6.7,6.4,65.6,59.8,71.8
age_above_eligiblity_threshold,TRUE,smi,TRUE,80,10,10,0,10,0,40,6,1,3,11,13,30,50,305,230,267.5,372,390.4,12.5,12.5,0,12.5,0,50,37.5,62.5
age_above_eligiblity_threshold,FALSE,rrt_cat,1 dialysis,0,0,0,0,0,0,0,9,1.1999999999999997,3,9,11.999999999999998,0,0,333,275.6,308,353.75,378.5,NA,NA,NA,NA,NA,NA,NA,NA
age_above_eligiblity_threshold,FALSE,rrt_cat,2 transplant,20,0,0,0,0,0,10,7,2.6,4,10,10.8,10,10,250.5,205.7,221,279.25,321.5,0,0,0,0,0,50,50,50
age_above_eligiblity_threshold,FALSE,rrt_cat,0 no RRT,1250,70,90,80,80,90,840,7,1,3,11,13,720,880,307,224,256,351,379.3,5.6,7.2,6.4,6.4,7.2,67.2,57.6,70.4
age_above_eligiblity_threshold,TRUE,rrt_cat,1 dialysis,40,0,0,0,0,0,30,9,1,5,11,13,30,30,264,217.6,233,315,340.8,0,0,0,0,0,75,75,75
age_above_eligiblity_threshold,TRUE,rrt_cat,2 transplant,20,0,0,0,0,0,20,6,3,4,8.75,12,10,20,311,251.5,285.75,345.5,381,0,0,0,0,0,100,50,100
age_above_eligiblity_threshold,TRUE,rrt_cat,0 no RRT,3590,260,260,240,250,220,2360,7,1,3,11,13,2130,2580,297,218,247,350,380,7.2,7.2,6.7,7,6.1,65.7,59.3,71.9
age_above_eligiblity_threshold,FALSE,copd,FALSE,1240,70,90,80,90,90,820,7,1,3,10,13,710,860,306,223,256,351,379,5.6,7.3,6.5,7.3,7.3,66.1,57.3,69.4
age_above_eligiblity_threshold,FALSE,copd,TRUE,30,0,0,0,0,0,30,9,1.3000000000000007,6.25,12,13,20,30,306,234.8,259,336.5,372.8,0,0,0,0,0,100,66.7,100
age_above_eligiblity_threshold,TRUE,copd,FALSE,3590,260,260,240,250,220,2360,7,1,3,11,13,2130,2570,297,218.3,247,349,380,7.2,7.2,6.7,7,6.1,65.7,59.3,71.6
age_above_eligiblity_threshold,TRUE,copd,TRUE,60,0,10,0,0,10,40,7,1,3,11.5,13.800000000000004,40,50,291,209.5,244.25,350.5,368.5,0,16.7,0,0,16.7,66.7,66.7,83.3
age_above_eligiblity_threshold,FALSE,down_sydrome,FALSE,1260,70,90,80,80,90,840,7,1,3,11,13,720,880,307,223.6,256,351,380.4,5.6,7.1,6.3,6.3,7.1,66.7,57.1,69.8
age_above_eligiblity_threshold,FALSE,down_sydrome,TRUE,20,0,0,0,0,0,10,6,1,2,10,12.399999999999999,10,20,281,234.2,253.5,330,369.2,0,0,0,0,0,50,50,100
age_above_eligiblity_threshold,TRUE,down_sydrome,FALSE,3590,260,260,240,250,220,2350,7,1,3,11,13,2140,2580,296,218,247,349,380,7.2,7.2,6.7,7,6.1,65.5,59.6,71.9
age_above_eligiblity_threshold,TRUE,down_sydrome,TRUE,70,0,10,0,0,0,40,7,1,3.25,10,13,40,40,317.5,241.3,270.25,349.75,385.6,0,14.3,0,0,0,57.1,57.1,57.1
age_above_eligiblity_threshold,FALSE,sickle_cell,FALSE,1240,70,90,80,80,90,830,7,1,3,10,13,720,870,306.5,224,256,351,380.3,5.6,7.3,6.5,6.5,7.3,66.9,58.1,70.2
age_above_eligiblity_threshold,FALSE,sickle_cell,TRUE,30,0,0,0,0,0,20,10,0.3000000000000007,3,12,13.7,20,20,300.5,220.6,254.25,352.25,377.1,0,0,0,0,0,66.7,66.7,66.7
age_above_eligiblity_threshold,TRUE,sickle_cell,FALSE,3580,260,260,240,250,220,2360,7,1,3,11,13,2130,2570,296.5,218,247,349,380,7.3,7.3,6.7,7,6.1,65.9,59.5,71.8
age_above_eligiblity_threshold,TRUE,sickle_cell,TRUE,70,0,10,0,0,10,40,6,1,3,11,13,40,50,302.5,216.4,250.25,346.25,379.9,0,14.3,0,0,14.3,57.1,57.1,71.4
primis_atrisk,FALSE,all,All,2960,220,220,190,200,190,1950,7,1,3,11,13,1770,2130,298,219,247,350,379,7.4,7.4,6.4,6.8,6.4,65.9,59.8,72
primis_atrisk,TRUE,all,All,1970,120,140,140,140,130,1300,7,1,3,11,13,1140,1380,302,220,253,350,381,6.1,7.1,7.1,7.1,6.6,66,57.9,70.1
primis_atrisk,FALSE,sex,Female,1530,110,110,100,100,100,1020,7,1,3,11,13,920,1100,297,217,247,350,377.1,7.2,7.2,6.5,6.5,6.5,66.7,60.1,71.9
primis_atrisk,FALSE,sex,Male,1430,110,110,80,100,100,930,7,1,3,11,13,850,1030,298,220,247,350,380,7.7,7.7,5.6,7,7,65,59.4,72
primis_atrisk,TRUE,sex,Female,1040,50,90,60,80,60,680,7,1,3,11,13,610,720,293,222.2,253.5,344,376,4.8,8.7,5.8,7.7,5.8,65.4,58.7,69.2
primis_atrisk,TRUE,sex,Male,930,70,50,80,60,60,620,7,1,3,11,13,530,660,311,218.5,252,353,383,7.5,5.4,8.6,6.5,6.5,66.7,57,71
primis_atrisk,FALSE,ageband4,16-49,20,0,0,0,0,0,10,7,2.5,4,9.5,11.5,10,10,295,220,250,331,351.4,0,0,0,0,0,50,50,50
primis_atrisk,FALSE,ageband4,50-64,30,0,0,0,0,0,20,7.5,2.8000000000000007,4,10,14,20,20,305,234,276,344,383,0,0,0,0,0,66.7,66.7,66.7
primis_atrisk,FALSE,ageband4,65-74,1770,130,120,130,110,110,1170,7,1,3,11,13,1050,1280,300,220,248,352,379,7.3,6.8,7.3,6.2,6.2,66.1,59.3,72.3
primis_atrisk,FALSE,ageband4,75-104,1140,80,90,60,90,70,740,7,1,3,11,13,690,820,293,217,245.75,345,378.5,7,7.9,5.3,7.9,6.1,64.9,60.5,71.9
primis_atrisk,TRUE,ageband4,16-49,470,30,30,30,30,30,310,7,1,3,11,13,280,320,301,219,252,349,374.6,6.4,6.4,6.4,6.4,6.4,66,59.6,68.1
primis_atrisk,TRUE,ageband4,50-64,760,40,60,50,50,60,500,7,1,3,10,13,430,530,311,225,256,353,381,5.3,7.9,6.6,6.6,7.9,65.8,56.6,69.7
primis_atrisk,TRUE,ageband4,65-74,450,30,30,40,40,30,280,7,1,3,11,13,260,320,291,213.6,243,347,381,6.7,6.7,8.9,8.9,6.7,62.2,57.8,71.1
primis_atrisk,TRUE,ageband4,75-104,290,20,20,20,20,20,200,7,1,3,11,14,170,200,298.5,221.3,252,345,383,6.9,6.9,6.9,6.9,6.9,69,58.6,69
primis_atrisk,FALSE,ageband13,16-19,0,0,0,0,0,0,0,5,5,5,5,5,0,0,349,349,349,349,349,NA,NA,NA,NA,NA,NA,NA,NA
primis_atrisk,FALSE,ageband13,30-39,10,0,0,0,0,0,0,8,5.5,7.25,10.25,12.5,0,0,295,210.6,216,325,361,0,0,0,0,0,0,0,0
primis_atrisk,FALSE,ageband13,40-49,10,0,0,0,0,0,0,6,1.8,3,9,11.2,10,10,265,244.4,255,324,339.4,0,0,0,0,0,0,100,100
primis_atrisk,FALSE,ageband13,50-54,10,0,0,0,0,0,0,8,4,4.5,10.5,12.8,0,10,312,227.5,247.5,336.75,355.5,0,0,0,0,0,0,0,100
primis_atrisk,FALSE,ageband13,55-59,10,0,0,0,0,0,10,7,3,4,11,14,10,10,301,265.2,280,337.5,366,0,0,0,0,0,100,100,100
primis_atrisk,FALSE,ageband13,60-64,10,0,0,0,0,0,10,8,0.10000000000000009,3.25,10,10.9,10,10,323.5,237.2,280.25,354.5,386.6,0,0,0,0,0,100,100,100
primis_atrisk,FALSE,ageband13,65-69,1000,70,60,60,60,70,670,7,1,3,11,13,600,720,299,220,248,351.25,377,7,6,6,6,7,67,60,72
primis_atrisk,FALSE,ageband13,70-74,770,60,60,70,40,40,500,7,1,3,10,13,450,560,300,219,248,353,381.2,7.8,7.8,9.1,5.2,5.2,64.9,58.4,72.7
primis_atrisk,FALSE,ageband13,75-79,550,40,50,30,50,40,350,7,1,3,11,13,340,400,289,216.2,240,346,382,7.3,9.1,5.5,9.1,7.3,63.6,61.8,72.7
primis_atrisk,FALSE,ageband13,80-84,300,20,20,20,20,20,200,7,1,3,10,12.600000000000023,190,220,290.5,225.6,251.75,343.5,374.7,6.7,6.7,6.7,6.7,6.7,66.7,63.3,73.3
primis_atrisk,FALSE,ageband13,85-89,170,10,10,10,10,10,110,7,1,3,11,13,100,110,311,217.3,246,339.75,366.7,5.9,5.9,5.9,5.9,5.9,64.7,58.8,64.7
primis_atrisk,FALSE,ageband13,90-104,120,10,10,10,10,0,80,7,1,3,10,13,60,80,311,212.2,249.5,360,378.6,8.3,8.3,8.3,8.3,0,66.7,50,66.7
